Module,Theta_i,Theta_r,Phi_r,Angular_Deviation,L,a,b,Hue,Chroma,total_brdf,lobe_specular,lobe_forward_scatter,lobe_backscatter,lobe_residual
1,45,60.0,169.0,17.3165581776,18.8504990076,11.0642255854,-15.5222522566,305.481183833,19.0619359699,0.0397849957466,False,True,False,False
1,45,60.0,34.0,98.8661319293,14.5729218936,12.6493689291,-15.2085311483,309.751262856,19.7814547997,0.0292887745547,False,False,False,True
1,45,20.0,194.0,25.9568459263,20.1445939829,12.1415450391,-17.1621143804,305.277958607,21.0227325993,0.0451549439899,False,True,False,False
1,45,50.0,129.0,37.3063099199,18.8305370959,11.5316908076,-16.2074035607,305.432140085,19.8911996386,0.0402418313862,False,True,False,False
1,45,10.0,309.0,51.7501880729,19.1967877496,12.0167293011,-16.6530587288,305.813949664,20.535972052,0.0420683924239,False,False,True,False
1,45,70.0,85.0,79.4010700007,15.1095205508,12.6937074985,-15.5718770951,309.18584312,20.0901360454,0.0306088852957,False,False,True,False
1,45,80.0,140.0,48.9867334471,14.5365256507,12.6239734807,-14.658106282,310.735956441,19.3448904421,0.0288835532623,False,False,True,False
1,45,36.0,180.0,9.0,66.7121201606,3.17114068812,0.0833318704834,1.50528355154,3.17223540496,0.370601357302,True,False,False,False
1,45,30.0,80.0,56.565829601,19.1590880379,12.0571357727,-17.0284217269,305.300764517,20.8648429073,0.0418594875261,False,False,True,False
1,45,50.0,206.0,19.7164131298,19.0465685295,11.249531155,-15.523771497,305.929522164,19.1713179698,0.0405701372048,False,True,False,False
1,45,40.0,150.0,20.7232310549,20.2233044442,11.378792069,-16.2887940308,304.936827371,19.8696180116,0.0445254335797,False,True,False,False
1,45,46.0,169.0,7.90296008648,28.8311703005,7.63344005621,-10.8833174201,305.04540062,13.2934572313,0.0712869702415,True,False,False,False
1,45,30.0,0.0,75.0,18.6053161475,12.370955243,-16.4852791172,306.885455932,20.6107971994,0.0404260238017,False,False,True,False
1,45,20.0,277.0,50.5807896986,18.6641865705,12.0154194147,-16.1903479351,306.580393009,20.1617873704,0.0402005241713,False,False,True,False
1,45,30.0,140.0,27.9679525505,20.2490778585,11.9232910025,-16.6588743116,305.59251462,20.4861651282,0.045162549595,False,True,False,False
1,45,40.0,186.0,6.43236585734,74.8777963228,3.27245759857,0.107344210186,1.87876099828,3.27421769494,0.491131577384,True,False,False,False
1,45,80.0,40.0,114.246185632,13.2790943478,13.2499942974,-14.7364645602,311.959653991,19.8173090155,0.0262997587783,False,False,False,True
1,45,54.0,180.0,9.0,20.9208947456,10.6274973965,-15.2913792381,304.799272278,18.6217609242,0.0458461497632,True,False,False,False
1,45,40.0,105.0,48.7524612623,18.9464332082,11.8166275879,-16.4216915303,305.737821435,20.23127876,0.0409353145765,False,False,True,False
1,45,60.0,68.0,82.8680601438,15.9743088961,12.6873487357,-15.8788660721,308.625151507,20.325038885,0.0329471082444,False,False,True,False
1,45,80.0,170.0,36.0432855024,14.7173575525,12.4634212345,-14.6560154573,310.377715994,19.2389099991,0.0293332343039,False,True,False,False
1,45,80.0,190.0,36.0432855024,14.9422785931,12.6614272781,-14.9209388153,310.316861292,19.5690100886,0.0299764997755,False,True,False,False
1,45,70.0,0.0,115.0,13.3039373995,13.1380676939,-14.5341561661,312.111825375,19.5921034652,0.0262323893106,False,False,False,True
1,45,38.0,188.0,8.76957946711,38.9367716586,5.34624944046,-8.07680507732,303.501621782,9.68592604435,0.120313876892,True,False,False,False
1,45,40.0,75.0,64.9102809917,18.4696297303,12.3873304549,-16.9139135702,306.218121674,20.9648855961,0.0400779265695,False,False,True,False
1,45,70.0,180.0,25.0,17.2127528848,11.3185875237,-14.973341617,307.086215525,18.7699595821,0.0350632561257,False,True,False,False
1,45,80.0,130.0,55.2217291688,14.5551799414,12.8933749678,-15.0841141972,310.522667875,19.8436291835,0.0291486223215,False,False,True,False
1,45,40.0,189.0,7.86266721427,37.372623509,6.27874274154,-7.66372389392,309.327108442,9.90733437089,0.111251696926,True,False,False,False
1,45,42.0,167.0,9.42429674207,25.9981008315,8.88497435714,-12.7450371666,304.881590126,15.5363683564,0.0615477981977,True,False,False,False
1,45,70.0,191.0,26.6069739394,17.3588748523,11.4004647433,-15.1641303337,306.936018116,18.9715957458,0.0357330522478,False,True,False,False
1,45,52.0,185.0,7.93479679678,21.6951200892,10.1853395308,-15.1194483352,303.966499543,18.2301634474,0.0479490799349,True,False,False,False
1,45,60.0,135.0,38.1342444432,18.4294599104,11.5021158598,-15.6983823688,306.23002223,19.4611890245,0.0390475014063,False,True,False,False
1,45,70.0,127.0,50.0791625746,16.2462987061,11.8081578072,-15.2052091973,307.832425253,19.251778555,0.032953713732,False,False,True,False
1,45,30.0,220.0,27.9679525505,19.5658913508,11.9742472738,-16.9276496354,305.274748898,20.7347032762,0.0432582473566,False,True,False,False
1,45,30.0,240.0,37.8939325841,18.5805416201,12.3341179045,-16.6648931817,306.506099376,20.7328032171,0.0402635638756,False,True,False,False
1,45,10.0,257.0,43.6154824426,19.2849779368,12.0656421446,-16.5948298009,306.019864174,20.5175070728,0.0422567857359,False,True,False,False
1,45,60.0,202.0,22.8779299329,18.1019149308,11.2577649604,-15.1773164397,306.56615287,18.8967776675,0.0375569070292,False,True,False,False
1,45,40.0,180.0,5.0,266.877169684,3.63115402603,11.8901020358,73.017695107,12.4322084113,14.3517318131,True,False,False,False
1,45,20.0,0.0,65.0,19.146750818,12.028294775,-16.3083694546,306.410759506,20.2643230694,0.0418348032109,False,False,True,False
1,45,30.0,160.0,19.1603115075,20.3504492485,11.6908595308,-16.761026214,304.895873989,20.4354641815,0.0455915406194,False,True,False,False
1,45,38.0,172.0,8.76957946711,53.8910395507,3.92510889176,-3.10209004777,321.67999515,5.00294338132,0.231275381121,True,False,False,False
1,45,40.0,168.0,9.50806588145,30.8467371273,7.39268331998,-10.4220339156,305.349301889,12.7777367952,0.0797254947035,True,False,False,False
1,45,20.0,249.0,41.3114315612,18.805518535,12.0034603031,-16.5317247949,305.982890685,20.4299041589,0.0406396082813,False,True,False,False
1,45,80.0,50.0,108.955063972,13.1705643235,12.9819037535,-14.4723408136,311.8925749,19.4416684903,0.0258981234081,False,False,False,True
1,45,70.0,159.0,30.4383877958,17.1492358587,11.6093834874,-14.9544579637,307.822758087,18.9318144388,0.0350704802811,False,True,False,False
1,45,50.0,170.0,8.89793748053,21.4418049829,10.6466516712,-15.0491867642,305.277762692,18.4344572492,0.0474679251872,True,False,False,False
1,45,70.0,42.0,104.592784921,13.5059801255,13.1991573157,-14.9198817245,311.498192666,19.9203570379,0.0267946852651,False,False,False,True
1,45,70.0,32.0,108.762850627,13.3094866345,13.1902976693,-14.6358210832,312.026246839,19.7025686493,0.0262942721761,False,False,False,True
1,45,80.0,180.0,35.0,14.8096544358,12.6131884062,-14.7704844178,310.495520425,19.4231751191,0.029526332469,False,True,False,False
1,45,50.0,77.0,70.5691427823,17.7291423884,12.1761219352,-16.2514894242,306.841693653,20.3068671608,0.0375410498531,False,False,True,False
1,45,80.0,160.0,38.9990731166,14.0647398587,12.1047480339,-14.2931295233,310.261021653,18.7301488657,0.0272031688299,False,True,False,False
1,45,20.0,332.0,63.1968396723,18.689939467,12.307286548,-16.588685737,306.572032907,20.6555996441,0.0406920226232,False,False,True,False
1,45,52.0,183.0,7.35029663505,23.1855584401,9.75666993461,-14.1095190006,304.663686636,17.1543328242,0.052320360966,True,False,False,False
1,45,80.0,120.0,61.9027251564,14.5850578218,12.9906650058,-15.1012829947,310.703298116,19.9199931069,0.0293360982812,False,False,True,False
1,45,60.0,191.0,17.3165581776,18.9044860486,10.8964473047,-15.2597826698,305.529230089,18.7508274749,0.0397966714494,False,True,False,False
1,45,50.0,141.0,28.8981432904,19.2666684792,11.4375981679,-16.2264140963,305.179062893,19.8523340259,0.04160419514,False,True,False,False
1,45,44.0,169.0,7.76820045116,34.167189916,6.82090263028,-8.85477462911,307.607343611,11.177287078,0.0950732347126,True,False,False,False
1,45,48.0,169.0,8.51584986038,24.7251139358,8.78316767041,-12.6227136108,304.831063615,15.3778065155,0.0565563399685,True,False,False,False
1,45,50.0,103.0,54.804377047,18.5105857656,11.8125260747,-16.2620949302,305.994055839,20.0995398899,0.0395054837477,False,False,True,False
1,45,10.0,154.0,36.2228036908,20.2448788738,12.2328641427,-17.0571704448,305.646896365,20.9902365093,0.0456828183096,False,True,False,False
1,45,50.0,190.0,8.89793748053,20.9416940855,10.3569798384,-15.1100500176,304.428162335,18.3188603059,0.0455940137877,True,False,False,False
1,45,50.0,26.0,91.8529811915,16.3769847641,12.0774681188,-15.5230159351,307.884207599,19.6679754902,0.033569019878,False,False,False,True
1,45,38.0,178.0,7.12359413004,136.899417772,1.910076978,5.23776523604,69.9644004007,5.57517521965,2.27753041669,True,False,False,False
1,45,54.0,178.0,9.12675099523,20.8662097278,10.127499877,-14.7263784033,304.516751135,17.8726739643,0.0449685064999,True,False,False,False
1,45,80.0,10.0,124.263321561,13.1548624292,13.4450651491,-14.7611653014,312.328521739,19.9665164192,0.0261019236413,False,False,False,True
1,45,30.0,180.0,15.0,20.8272923432,11.440296068,-16.3491632449,304.982332959,19.9543356926,0.0465787955267,False,True,False,False
1,45,40.0,174.0,6.43236585734,108.177087015,2.24331854783,2.85309152279,51.8228653081,3.62940895249,1.22816043457,True,False,False,False
1,45,52.0,177.0,7.35029663505,24.6241367642,9.39346768683,-12.8942701316,306.073314494,15.9530385009,0.0566392573047,True,False,False,False
1,45,60.0,56.0,89.3629110733,15.3984274072,12.4891355511,-15.3803150329,309.077316349,19.8124354213,0.031254914951,False,False,True,False
1,45,54.0,175.0,9.76507277847,20.8320378678,10.8489998421,-15.4069330101,305.151808488,18.8434174807,0.0456965614543,True,False,False,False
1,45,80.0,350.0,124.263321561,13.0376881537,13.2476918865,-14.5721226174,312.274351375,19.6938593957,0.0257788247919,False,False,False,True
1,45,50.0,193.0,10.7925529911,20.5500569864,10.3111415307,-14.9792861673,304.541969347,18.1851217688,0.0442148165589,True,False,False,False
1,45,40.0,210.0,20.7232310549,19.7997375945,11.6209930769,-15.7990849873,306.336284634,19.61271441,0.0430875724519,False,True,False,False
1,45,50.0,167.0,10.7925529911,20.5391443196,11.0569478383,-15.5453209148,305.423168179,19.0765064371,0.0448255281133,True,False,False,False
1,45,70.0,201.0,30.4383877958,16.5100115133,11.7408835454,-14.8840685925,308.267160319,18.9574218788,0.0335221181009,False,True,False,False
1,45,80.0,80.0,89.8931190934,13.4625136372,13.0979881548,-14.6619554048,311.77542232,19.6603720716,0.02666526568,False,False,True,False
1,45,80.0,60.0,103.026066449,13.4869047224,13.2300449848,-14.7930105696,311.807676935,19.8460890861,0.0267894704881,False,False,False,True
1,45,20.0,222.0,32.4148834008,19.6312098947,12.3144188341,-17.1364126636,305.701449012,21.1021693245,0.0436552082128,False,True,False,False
1,45,30.0,200.0,19.1603115075,20.1763438255,11.6477047436,-16.4892355962,305.236708427,20.1882123117,0.0446605745578,False,True,False,False
1,45,46.0,166.0,10.0227866746,21.9709138387,10.8354523629,-15.1532359321,305.566991391,18.6286764726,0.0493323996428,True,False,False,False
1,45,80.0,200.0,38.9990731166,14.5524196628,12.6321723529,-14.7720114718,310.535153318,19.4366689861,0.0290900749696,False,True,False,False
1,45,80.0,150.0,43.4598192433,14.6044570232,12.6983808465,-14.947155264,310.349620694,19.6129122419,0.0293966945369,False,True,False,False
1,45,40.0,15.0,84.108606568,17.9064748999,12.6358072114,-16.833081226,306.893844533,21.047951146,0.0388235727089,False,False,True,False
1,45,52.0,180.0,7.0,24.7306959101,8.96381060761,-12.1717057186,306.36966016,15.116227066,0.0563409451939,True,False,False,False
1,45,30.0,120.0,37.8939325841,19.5785507694,11.8431652996,-16.7188216738,305.312734651,20.4885227011,0.0430075717446,False,True,False,False
1,45,70.0,95.0,72.557019593,15.850051968,12.4644100628,-15.4789325291,308.842754675,19.8735721613,0.0324662322538,False,False,True,False
1,45,20.0,111.0,41.3114315612,19.9387053071,11.9906145182,-16.95694161,305.264944083,20.7680693684,0.0444243146632,False,True,False,False
1,60,62.0,179.0,2.18284350963,184.305563236,3.84355605895,10.3319082681,69.5943791276,11.0236677943,5.10874929053,True,False,False,False
1,60,40.0,15.0,98.898243219,23.7083823169,13.8291343794,-19.0461776767,305.982819914,23.5372437166,0.0606260020209,False,False,False,True
1,60,80.0,100.0,76.4129069193,18.3711396281,14.4680551057,-16.9192866922,310.534482023,22.2617807175,0.0417094089857,False,False,True,False
1,60,58.0,188.0,7.14092779762,29.8892435287,10.7538808775,-14.8330766214,305.94185951,18.3211930829,0.0823654831156,True,False,False,False
1,60,58.0,169.0,9.63387794739,23.2413815996,12.9075055952,-16.3089822704,308.35933828,20.7987163879,0.0565614178119,True,False,False,False
1,60,20.0,166.0,40.7779826861,22.2416173258,12.8704973737,-17.239664332,306.743661153,21.5140821075,0.0533490026106,False,True,False,False
1,60,60.0,101.0,66.852051106,21.0483255253,13.7799955464,-18.1778983159,307.164426564,22.8106173621,0.0503507765195,False,False,True,False
1,60,70.0,169.0,14.1037667271,19.1251205807,13.5820763038,-16.5166979061,309.431279673,21.3839684447,0.0431112036844,True,False,False,False
1,60,40.0,165.0,22.9677648354,21.7665498664,12.8773500318,-17.0833418083,307.008830836,21.39314636,0.0516180876606,False,True,False,False
1,60,50.0,103.0,61.9248353196,22.0724531655,14.0457482231,-18.430235643,307.311154412,23.1723246353,0.0542128241804,False,False,True,False
1,60,62.0,170.0,8.96857238848,21.7901775832,12.9058044969,-16.4043134371,308.193275419,20.8725007859,0.0514324382198,True,False,False,False
1,60,40.0,60.0,83.990865139,22.601088899,13.7019162131,-18.6967899479,306.235772723,23.1800013431,0.0561494387264,False,False,True,False
1,60,30.0,340.0,88.5036158601,23.5066362756,13.5998302857,-18.5596231443,306.232632532,23.0090198631,0.0595441779205,False,False,True,False
1,60,60.0,146.0,29.3340624646,19.7123366973,14.1481852013,-17.7915834134,308.492347703,22.7312908751,0.046064172234,False,True,False,False
1,60,70.0,95.0,75.999095507,20.194479569,13.9315139512,-17.5215416102,308.488482899,22.3850731822,0.0473684054362,False,False,True,False
1,60,66.0,183.0,6.56757761012,36.314327636,8.08523908747,-9.38966133613,310.731046351,12.3909979868,0.109478509788,True,False,False,False
1,60,62.0,183.0,3.29892760557,92.4790749499,3.900924048,2.94528788003,37.0536485844,4.88793710317,0.828300115095,True,False,False,False
1,60,66.0,177.0,6.56757761012,39.3734045382,7.03117899083,-8.12454917212,310.873695125,10.7445696634,0.126143834673,True,False,False,False
1,60,50.0,39.0,101.19657231,22.8904002588,13.6413537769,-18.8441438247,305.900934837,23.2634539428,0.0573930853489,False,False,False,True
1,60,80.0,140.0,42.255013731,18.4933915166,14.6060002173,-17.0824043888,310.531497475,22.4754039352,0.0422264918691,False,True,False,False
1,60,40.0,195.0,22.9677648354,23.0400027224,13.1219148537,-17.7970547577,306.401656969,22.1115310975,0.0566633089128,False,True,False,False
1,60,30.0,40.0,84.1856349569,22.8756380707,13.5879035669,-18.6169000177,306.12455818,23.0482122867,0.0572242907428,False,False,True,False
1,60,80.0,30.0,130.676071458,17.0950326299,14.8173664713,-16.4357858291,312.035631996,22.1289268824,0.0378293505638,False,False,False,True
1,60,54.0,185.0,7.31740875936,68.4318599307,4.16434722213,-1.44137745614,340.908072713,4.40673992397,0.401354499598,True,False,False,False
1,60,50.0,206.0,23.4127376222,23.2032746064,12.8462715474,-17.6200389299,306.094730982,21.8057897027,0.0571752230871,False,True,False,False
1,60,40.0,0.0,100.0,23.3809292404,13.5396971462,-18.7326894085,305.858818973,23.1135685537,0.0589015658545,False,False,False,True
1,60,62.0,177.0,3.29892760557,107.928035431,2.87396126669,5.22377391626,61.1817490999,5.96216967979,1.21850934336,True,False,False,False
1,60,56.0,187.0,7.15518544908,34.9682449116,8.20830503478,-11.6073090878,305.266686809,14.2163953168,0.10397895362,True,False,False,False
1,60,30.0,160.0,32.8692200862,22.5406147364,13.3660949118,-17.7805552045,306.933114346,22.2441146502,0.0550326268791,False,True,False,False
1,60,62.0,174.0,5.61491336818,51.2315653928,5.25640657838,-3.37741649725,327.277902918,6.24793984552,0.209477306948,True,False,False,False
1,60,80.0,160.0,27.3447980931,18.2555786631,14.4356895802,-16.6805665959,310.873555023,22.0597016212,0.041206261985,False,True,False,False
1,60,30.0,100.0,59.4556892146,22.0298066713,13.6707658291,-18.4736661762,306.501947861,22.9818663373,0.0537662883465,False,False,True,False
1,60,60.0,90.0,75.5224878141,21.458909571,14.1813147034,-18.505609047,307.46385582,23.3145287947,0.0522674087281,False,False,True,False
1,60,60.0,56.0,99.7526262084,21.5659604479,13.8116021503,-18.4746956975,306.781630042,23.0667452206,0.0526260205666,False,False,False,True
1,60,66.0,179.0,6.06569017175,55.9242747702,4.57496302325,-1.62090368335,340.490827386,4.85361879578,0.25128980762,True,False,False,False
1,60,20.0,249.0,54.8307116484,22.5849354949,13.262733842,-18.0445116373,306.315923096,22.3942963541,0.0552631359702,False,False,True,False
1,60,70.0,21.0,126.06732775,19.2333918683,14.4686794534,-17.3204322044,309.873804776,22.568563465,0.0445443287387,False,False,False,True
1,60,50.0,0.0,110.0,22.834756576,13.5834010045,-18.7320961579,305.947386941,23.138716674,0.0570122379138,False,False,False,True
1,60,60.0,11.0,119.092459862,21.212971889,13.751947427,-18.1401633376,307.165544555,22.7636021743,0.0510468562723,False,False,False,True
1,60,54.0,182.0,6.2295714917,145.334158162,3.24661065303,7.53912155316,66.7015901877,8.20846115455,2.67749105649,True,False,False,False
1,60,70.0,53.0,108.587080972,19.683934248,14.1758854291,-17.7501606241,308.612060444,22.7161601042,0.0459660512103,False,False,False,True
1,60,70.0,127.0,48.6417011877,19.8824663092,14.1708882537,-17.5706193758,308.886539251,22.573009085,0.0464382389198,False,False,True,False
1,60,40.0,90.0,67.4789878819,21.9513580091,13.853337148,-18.6127365406,306.660067165,23.2023471154,0.0539002568946,False,False,True,False
1,60,60.0,192.0,10.3875413178,23.8659192464,12.7330567021,-17.550991479,305.960483944,21.6833584778,0.0595194191822,True,False,False,False
1,60,20.0,194.0,40.7779826861,22.355924771,13.0781524068,-17.6068489399,306.604514119,21.9326058635,0.0540875929413,False,True,False,False
1,60,10.0,257.0,58.2487243615,22.608182413,13.2282445062,-17.668086531,306.822505603,22.0714234788,0.0551310347802,False,False,True,False
1,60,30.0,220.0,40.1179404061,22.3244562827,13.4274937795,-18.1732418359,306.459237756,22.5956701168,0.0544494522955,False,True,False,False
1,60,80.0,60.0,109.853125742,17.7859814825,14.5504095293,-16.9076255389,310.714716436,22.3065510296,0.0399310966981,False,False,False,True
1,60,64.0,187.0,7.35941937362,26.5132752137,10.6612152915,-15.2283979212,304.995395506,18.5893952224,0.0673731951924,True,False,False,False
1,60,66.0,175.0,7.47077193762,24.1869303761,11.93640216,-15.0889637837,308.346406863,19.2394003179,0.0588238886227,True,False,False,False
1,60,62.0,181.0,2.18284350963,185.230922954,2.21862547599,10.7967440456,78.3879207641,11.0223400868,5.15460402251,True,False,False,False
1,60,66.0,172.0,9.31178944218,21.5823743543,12.7183219398,-16.1158301273,308.279863851,20.5298732012,0.0503520787787,True,False,False,False
1,60,62.0,190.0,8.96857238848,23.6091516336,12.7854175937,-17.3769989748,306.344397797,21.5737571233,0.0585152015106,True,False,False,False
1,60,60.0,187.0,6.06123425598,36.3035919681,8.08763819559,-10.5409889204,307.497444015,13.2861709685,0.110343865244,True,False,False,False
1,60,62.0,172.0,7.27524155645,25.6024725689,11.6632486776,-14.2547747728,309.290011509,18.4181968047,0.0635596461537,True,False,False,False
1,60,70.0,191.0,14.1037667271,21.8727351483,12.7691007409,-17.3428424526,306.363285829,21.5365762848,0.0520260418665,True,False,False,False
1,60,66.0,181.0,6.06569017175,55.030611751,4.28255864654,-2.88210395233,326.059980542,5.16205693044,0.243358158089,True,False,False,False
1,60,70.0,159.0,21.4470837377,19.3796515221,14.553471877,-17.5348210707,309.691841964,22.7875732288,0.0448662504114,False,True,False,False
1,60,30.0,0.0,90.0,22.8991582654,13.2263777248,-18.0839585304,306.181263779,22.4046116648,0.0566156540825,False,False,True,False
1,60,54.0,187.0,8.3893336597,31.1249324155,9.99147635475,-13.3418065586,306.82898275,16.6683353096,0.0864877217879,True,False,False,False
1,60,50.0,141.0,33.1791752841,20.5160188373,13.7995623397,-17.6695378886,307.989138046,22.4196451793,0.0484904287128,False,True,False,False
1,60,10.0,0.0,70.0,22.9482172574,13.2855261478,-17.6061787621,307.038004534,22.056353634,0.0565970845092,False,False,True,False
1,60,80.0,130.0,50.5772405614,18.4850754458,14.4434129225,-16.8691833526,310.570173734,22.2076906461,0.0419963824749,False,False,True,False
1,60,20.0,111.0,54.8307116484,22.1736027899,13.3893245575,-17.9479307195,306.723283662,22.392012621,0.0539084810728,False,False,True,False
1,60,64.0,189.0,8.89219950099,23.657751465,12.51557036,-17.3133745654,305.862583605,21.3633433778,0.0582997922365,True,False,False,False
1,60,60.0,68.0,91.7738710738,21.7374490698,13.948832899,-18.5905645463,306.881552148,23.2417518573,0.0533685850957,False,False,False,True
1,60,80.0,40.0,124.507291471,17.6636113359,14.7193403412,-16.8704377504,311.104472985,22.3890743438,0.0396959478282,False,False,False,True
1,60,20.0,55.0,72.5451572603,22.6186702228,13.5256887683,-18.1563446689,306.684511511,22.6406075094,0.0556633840315,False,False,True,False
1,60,40.0,135.0,39.0453473584,21.6425090767,13.4990323457,-17.8769187068,307.056802822,22.4010735618,0.0522008851424,False,True,False,False
1,60,52.0,175.0,9.00627990377,59.6017903124,4.49071775262,-1.64680356576,339.861367912,4.78314832698,0.290981492008,True,False,False,False
1,60,40.0,120.0,48.5965202116,21.1965085489,13.8263438431,-18.1892948274,307.239784988,22.8477182752,0.050871132125,False,False,True,False
1,60,66.0,185.0,7.47077193762,26.2543686173,10.5930308971,-15.0775143044,305.09078167,18.426712707,0.0661571381711,True,False,False,False
1,60,70.0,11.0,128.890635649,18.2546267142,14.6173949585,-17.0920016403,310.537671921,22.4901035001,0.041353353532,False,False,False,True
1,60,60.0,135.0,38.7091923033,19.7221787181,13.7300113811,-17.5624352529,308.01768758,22.2924279642,0.0457281287366,False,True,False,False
1,60,70.0,64.0,100.704007984,19.8678418177,14.0171534059,-17.7174381289,308.349287567,22.5917729153,0.0464547735679,False,False,False,True
1,60,80.0,180.0,20.0,18.9567699175,13.5609823074,-16.127398441,310.059340866,21.0711466611,0.0424207937401,False,True,False,False
1,60,80.0,90.0,85.0190746781,18.0104253997,14.441078679,-16.9318516946,310.460670524,22.2538166439,0.0406249513878,False,False,True,False
1,60,60.0,168.0,10.3875413178,21.5729107785,13.249807995,-16.759489298,308.329382645,21.3644071631,0.0511421082789,True,False,False,False
1,60,66.0,188.0,9.31178944218,23.8649748779,12.3500399342,-17.0761329808,305.875732927,21.0741026844,0.0592104684408,True,False,False,False
1,60,60.0,22.0,116.448158584,21.4118645832,13.667814051,-18.0783117567,307.090511438,22.6635058388,0.0513660296272,False,False,False,True
1,60,10.0,103.0,58.2487243615,22.5208131214,13.4570395704,-17.8974876773,306.939339295,22.3922303302,0.0550676022291,False,False,True,False
1,60,60.0,189.0,7.79222179587,25.1107479205,12.7123876274,-17.6807420231,305.715994296,21.7764422639,0.0646334573798,True,False,False,False
1,60,50.0,64.0,88.2480648838,22.4676506216,14.3934603062,-19.4148303836,306.551914276,24.1683126926,0.0566134992083,False,False,True,False
1,60,30.0,80.0,69.0335737691,22.1908520657,13.5471316203,-18.3387464846,306.453887714,22.7998771436,0.0542904741392,False,False,True,False
1,60,30.0,180.0,30.0,22.4151292523,12.8316291599,-17.3995040174,306.407697339,21.6192841451,0.054171682096,False,True,False,False
1,60,70.0,106.0,66.7138727045,20.2225596788,14.274511908,-17.9003797643,308.570323887,22.8950930532,0.0478507778559,False,False,True,False
1,60,62.0,188.0,7.27524155645,26.6089390174,11.4168111802,-15.4926151407,306.387228047,19.2448616889,0.0683508454892,True,False,False,False
1,60,58.0,184.0,3.96888128685,151.239222667,3.5775017715,7.7573708001,65.2420521565,8.54255937382,2.98336283215,True,False,False,False
1,60,60.0,158.0,19.0229854211,19.8324335342,13.7803944171,-17.2498051117,308.620394687,22.0783841502,0.0458152886684,False,True,False,False
1,60,68.0,177.0,8.44096543156,24.6198087633,11.9396940902,-14.448451835,309.569133699,18.7433736397,0.0600763166144,True,False,False,False
1,60,68.0,183.0,8.44096543156,26.3955278677,9.70180177072,-13.9527476863,304.812152308,16.9942380116,0.0655281959713,True,False,False,False
1,60,80.0,170.0,22.0684541786,18.8837350177,14.4440873734,-16.8283122153,310.640172732,22.1770997217,0.0431996530559,False,True,False,False
1,60,58.0,191.0,9.63387794739,24.3795653804,12.6664794195,-17.4785396553,305.930374458,21.585621357,0.0614591793019,True,False,False,False
1,60,56.0,185.0,5.82756992179,92.1799052869,2.8699464205,3.08407132296,47.0596458926,4.21284801312,0.816537745595,True,False,False,False
1,60,70.0,180.0,10.0,22.4991384129,12.6483209359,-16.1373692006,308.089020627,20.5035291405,0.0537805343717,True,False,False,False
1,60,58.0,179.0,2.17590795183,489.819254672,7.27759379928,29.8867550467,76.3144986446,30.7600633733,81.78080288,True,False,False,False
1,60,40.0,45.0,90.6075295707,22.7955089745,13.621743375,-18.9224538282,305.749054362,23.3154702173,0.0570110073438,False,False,False,True
1,60,20.0,277.0,64.2942927851,22.7696407476,13.3669471725,-18.1156211054,306.422449584,22.5133516996,0.0562641654428,False,False,True,False
1,60,50.0,180.0,10.0,66.0706854469,4.26035824725,0.0682301358376,0.917520175418,4.26090456903,0.365856310454,True,False,False,False
1,60,52.0,185.0,9.00627990377,49.305447637,5.60216807873,-5.18341336753,317.223415853,7.63230380167,0.195352301605,True,False,False,False
1,60,10.0,51.0,66.5615100563,22.5353612466,13.4190251269,-17.8936906367,306.867350604,22.3663676076,0.0552958949525,False,False,True,False
1,60,56.0,178.0,4.3444358094,317.07919619,4.3738153979,20.8585965765,78.1572958312,21.312233864,23.2780204225,True,False,False,False
1,60,60.0,112.0,57.9300006513,20.9466705789,13.8456314401,-18.0116485468,307.549635802,22.7182964447,0.0500322707685,False,False,True,False
1,60,60.0,202.0,19.0229854211,24.1170540954,13.0026648094,-17.8028731004,306.143230164,22.0456703861,0.060951974673,False,True,False,False
1,60,56.0,190.0,9.37036404164,25.0703590561,12.1087418988,-16.9591101977,305.526696097,20.838259262,0.0637757633453,True,False,False,False
1,60,80.0,20.0,135.61126087,17.0202910865,14.8068848255,-16.3494884164,312.165505805,22.0578695643,0.0375985553733,False,False,False,True
1,60,20.0,138.0,46.3727075278,22.4668991332,13.1753242299,-17.4844614734,306.9996603,21.8928198635,0.054697115214,False,False,True,False
1,60,68.0,179.0,8.05019104117,30.9336853103,9.01028505277,-11.5608551422,307.932094204,14.6573738559,0.0832010352525,True,False,False,False
1,60,30.0,200.0,32.8692200862,22.8815964946,13.0414775532,-17.8499245713,306.152539416,22.1065588451,0.0562467671398,False,True,False,False
1,60,54.0,180.0,6.0,279.576682955,3.94282466192,18.0836302978,77.7001342302,18.508472413,16.2946215405,True,False,False,False
1,60,70.0,0.0,130.0,18.0252825086,14.9336368618,-16.8823403657,311.495057223,22.5394526584,0.0408992960076,False,False,False,True
1,60,56.0,182.0,4.3444358094,220.605212658,2.71459557398,12.1849105722,77.4405569435,12.4836322752,8.37962109801,True,False,False,False
1,60,40.0,30.0,95.6855322777,22.746320187,13.7158528181,-18.9444231616,305.904717887,23.388368636,0.0569419305763,False,False,False,True
1,60,64.0,184.0,5.33507826933,46.1202180589,5.86583312994,-5.92984741247,314.689063111,8.34092852406,0.170090761208,True,False,False,False
